"County","PriceAverage","Ns"
"Muskogee, Oklahoma",238.472924679826,3
"NA, Alabama",287.690313249655,97
"NA, Alaska",286.657476036202,161
"NA, Arizona",264.627993163453,54
"NA, Arkansas",270.563779988576,39
"NA, California",232.717934120325,3761
"Nacogdoches, Texas",235.173248961939,15
"NA, Colorado",216.922267361092,714
"NA, Connecticut",300.212568857552,444
"NA, Delaware",265.377583674194,3
"NA, Florida",272.363431790265,216
"NA, Georgia",288.553741460275,155
"NA, Hawaii",276.338374763772,58
"NA, Idaho",236.374847848746,8
"NA, Illinois",306.679401183305,212
"NA, Indiana",283.40882571447,50
"NA, Iowa",309.794391319122,30
"NA, Kansas",222.422950165832,3
"NA, Kentucky",285.437324567009,146
"NA, Louisiana",311.824613323729,145
"NA, Maine",257.981082221233,3
"NA, Maryland",312.660473708138,306
"NA, Massachusetts",312.210793852078,160
"NA, Michigan",249.426933775819,106
"NA, Minnesota",365.314871543179,5
"NA, Mississippi",249.617281720093,52
"NA, Missouri",283.308353448876,27
"NA, Montana",229.108893839928,41
"NA, Nevada",196.254224042178,119
"NA, New Jersey",323.666141206775,31
"NA, New Mexico",253.366386371283,16
"NA, New York",309.946776325859,247
"NA, North Carolina",273.825392880247,44
"NA, North Dakota",338.126744438063,1
"NA, Ohio",258.642825972245,64
"NA, Oklahoma",319.975407152141,2
"NA, Oregon",181.087696264216,73
"Napa, California",215.353697896827,131
"NA, Pennsylvania",307.428686479239,174
"NA, Rhode Island",301.248534900788,69
"Nash, North Carolina",286.4125526922,10
"NA, South Carolina",217.328161631611,22
"Nassau, New York",306.025650131852,171
"Natchitoches, Louisiana",328.788038016211,3
"NA, Tennessee",291.14672851497,257
"NA, Texas",245.053208062293,176
"Natrona, Wyoming",260,3
"NA, Utah",203.205261813959,3
"Navajo, Arizona",304.053405282953,4
"Navarro, Texas",193.86125497835,4
"NA, Vermont",304.823499755872,11
"NA, Virginia",294.908453377649,516
"NA, Washington",218.534469037177,62
"NA, West Virginia",310.297605873047,12
"NA, Wisconsin",298.503222208689,141
"NA, Wyoming",208.733539310195,5
"needed], Texas",314.898744643195,9
"Nelson, Kentucky",386.606004715032,6
"Nelson, North Dakota",394.481201844407,1
"Nemaha, Kansas",99.4537700994989,1
"Neshoba, Mississippi",600,1
"Nevada, California",179.006790504259,75
"Newaygo, Michigan",250,3
"Newberry, South Carolina",392.672188003804,2
"New Castle, Delaware",327.601942609721,99
"New, Connecticut",312.014008905823,10
"New, Delaware",327.601942609721,99
"New Hanover, North Carolina",357.935561732921,38
"New Haven, Connecticut",350,1
"New London, Connecticut",307.793343228693,9
"New Madrid, Missouri",375,1
", New Mexico",146.691710829394,3
"–, New Mexico",146.691710829394,3
"New, Missouri",375,1
"New, New York",335.796818358291,458
"New, North Carolina",357.935561732921,38
"Newport News, Virginia",249.828363986922,18
"Newport, Rhode Island",290.233498833623,16
"Newton, Georgia",160.316746784399,6
"Newton, Indiana",300,1
"Newton, Missouri",238.801445836962,6
"New York, New York",335.796818358291,458
"Nez, Idaho",250,1
"Nez Perce, Idaho",250,1
"Niagara, New York",250.997487633457,8
"Nicholas, Kentucky",160.843190455811,1
"Nicholas, West Virginia",240,1
"Nicollet, Minnesota",313.645376692836,11
"Noble, Indiana",209.289648920102,4
"Nobles, Minnesota",107.524785905298,1
"Nodaway, Missouri",367.671486123206,3
"None (independent city), Virginia",229.673460110324,28
"None (Independent city), Virginia",298.797826831881,19
"None, Virginia",257.617353040315,47
"Norfolk, Massachusetts",298.913335068489,93
"Norman, Minnesota",350,1
"Norte, California",151.572702690815,28
"Northampton, North Carolina",191.817612961785,3
"Northampton, Pennsylvania",298.039078000345,46
"Northumberland, Pennsylvania",308.511994093101,7
"Nowata, Oklahoma",109.082525165503,1
"Noxubee, Mississippi",152.790467467597,1
"NuecesKlebergSan PatricioAransas, Texas",272.424472947059,22
"NuecesKlebergSan, Texas",272.424472947059,22
"Nueces, Texas",254.85878544008,25
"Oakland, Michigan",273.639456015704,191
"Obispo, California",237.303030228607,254
"Oceana, Michigan",364.165320698812,2
"Ocean, New Jersey",315.990246479504,63
"Oconee, Georgia",400,1
"Oconee, South Carolina",273.961306782727,7
"Oconto, Wisconsin",236.703040624449,3
"of, California",330.358340477938,40
"of, Minnesota",129.029743086358,1
"of San Diego, California",330.358340477938,40
"of, Virginia",206.835151618935,3
"Ogemaw, Michigan",245.312247631027,2
"Ohio, Kentucky",100,1
"Ohio, West Virginia",430.925359397636,4
"Okanogan, Washington",218.717685137035,7
"Oklahoma, Oklahoma",255.43236060955,119
"Okmulgee, Oklahoma",145.257929917479,2
"Oktibbeha, Mississippi",310.547710293169,12
"Oldham, Kentucky",395.931853327716,6
"Oldham, Texas",249.392467859169,1
"Olmsted, Minnesota",284.197059455715,20
"Oneida, Idaho",200,1
"Oneida, New York",272.203472723575,22
"Oneida, Wisconsin",342.771171179561,2
"Onondaga, New York",281.578786730522,104
"Onslow, North Carolina",285.997387006443,11
"Ontario, New York",218.952142169793,11
"Orange, California",256.19814067568,1214
"Orange, Florida",266.312012165884,253
"Orange, Indiana",281.503672325428,2
"Orange, New York",289.479902426157,35
"Orange, North Carolina",312.207101453596,21
"Orange, Texas",224.878493571834,2
"Orange Ulster, New York",287.872487633457,2
"Orange, Virginia",278.930512109914,2
"Oregon, Missouri",203.253614592404,1
"Oreille, Washington",450,1
"Osage, Oklahoma",300.136777159831,91
"Oswego, New York",299.957456043294,5
"Otero, Colorado",280.570223887006,5
"Otero, New Mexico",146.691710829394,3
"Otero  – seat, New Mexico",146.691710829394,3
"Otsego, Michigan",230.832660349406,2
"Otsego, New York",336.048942875155,12
"Ottawa, Michigan",248.745077290842,26
"Ottawa, Oklahoma",323.870553592243,1
"Otter, Minnesota",248.333333333333,6
"Otter Tail, Minnesota",248.333333333333,6
"Ouachita, Arkansas",130.520606068241,3
"Ouachita, Louisiana",286.414144592941,18
"Outagamie, Wisconsin",310.639060496402,14
"Overton, Tennessee",500,1
"Owen, Indiana",200,1
"Owen, Kentucky",450.360933276271,1
"Owsley, Kentucky",124.337276182324,2
"Owyhee, Idaho",188.367485957496,4
"Oxford, Maine",274.395779697138,2
"Ozaukee, Wisconsin",226.432904335801,7
"Pacific, Washington",275.67591104241,4
"Page, Virginia",240,1
"Palm Beach, Florida",270.200871548158,130
"Palm, Florida",270.200871548158,130
"Palo Pinto, Texas",99.7569871436675,1
"Palo, Texas",99.7569871436675,1
"Pamlico, North Carolina",120,1
"Panola, Mississippi",250,1
"Panola, Texas",256.286757572952,2
"Park, Colorado",204.245114987008,5
"Parker, Texas",260.653817552709,129
"Park, Montana",238.313036103145,4
"Park, Wyoming",134.878881504634,2
"partially Anderson, South Carolina",161.781458669202,1
"partially, South Carolina",161.781458669202,1
"Pasco, Florida",208.75271697965,37
"Paso, Colorado",256.813538809943,10
"Paso, Texas",286.031169770072,46
"Pasquotank, North Carolina",245.226419442677,8
"Passaic, New Jersey",305.41185898504,65
"PatricioAransas, Texas",272.424472947059,22
"Patricio, Texas",259.707700943535,24
"Paulding, Georgia",210.405922192597,8
"Payne, Oklahoma",337.102590683709,16
"Paz, Arizona",245.428716563902,2
"Peach, Georgia",204.33554412343,15
"Pecos, Texas",200,1
"Pender, North Carolina",304.124765346736,4
"Pendleton, Kentucky",241.264785683717,1
"Pend Oreille, Washington",450,1
"Pend, Washington",450,1
"Pennington, Minnesota",215.049571810597,1
"Pennington, South Dakota",255.599646974296,17
"Pennsylvania, Pennsylvania",131.449857349549,1
"Penobscot, Maine",285.564492808216,25
"Peoria, Illinois",287.178778932208,23
"Perce, Idaho",250,1
"Perry, Arkansas",288.421363653542,4
"Perry, Illinois",185.825270574556,1
"Perry, Indiana",300,1
"Perry, Kentucky",276.053988069764,2
"Perry, Pennsylvania",337.443747618664,4
"Person, North Carolina",132.635851665606,2
"Pettis, Missouri",155.502409728269,3
"Phelps, Missouri",133.8309538818,6
"Philadelphia, Pennsylvania",305.20263992712,365
"Phillips, Arkansas",300,1
"Phillips, Montana",315.501429608386,1
"Piatt, Illinois",185.825270574556,1
"Pickaway, Ohio",213.577365647012,4
"Pickens, Georgia",263.205645563602,4
"Pickens, South Carolina",280.180044516097,15
"Pierce, Georgia",215.545926986774,2
"Pierce, Washington",206.989941518015,216
"Pierce, Wisconsin",302.38558558978,5
"Pike, Alabama",400,1
"Pike, Kentucky",326.017894742137,5
"Pike, Pennsylvania",285.913276273153,3
"Pima, Arizona",250.242812694307,134
"Pinal, Arizona",217.454019311397,47
"Pinellas, Florida",250.599462572565,73
"Pine, Minnesota",216.199463790799,5
"Pinto, Texas",99.7569871436675,1
"Pipestone, Minnesota",430.099143621193,1
"Piscataquis, Maine",117.5,2
"Pitkin, Colorado",247.256685077062,20
"Pitt, North Carolina",307.047172764742,27
"Pittsburg, Oklahoma",822.741107184486,2
"Pittsylvania, Virginia",214.411637027852,1
"Placer, California",220.05718646778,251
"Plata, Colorado",231.473956292817,28
"Platte, Missouri",268.745228118995,109
"Platte, Nebraska",249.698100521429,5
"Plumas, California",335.51954094924,4
"Plymouth, Iowa",360.2354765355,20
"Plymouth, Massachusetts",284.196850726668,79
"Pocahontas, West Virginia",444.882658422344,1
"Poinsett, Arkansas",291.54157576063,3
"Polk, Florida",193.265364493092,71
"Polk, Georgia",144.649475508155,4
"Polk, Iowa",295.619322072597,90
"Polk, Minnesota",253.171623847726,6
"Polk, Missouri",276.551023833697,2
"Polk, North Carolina",325,2
"Polk, Oregon",193.657294250582,71
"Polk, Texas",74.8177403577506,1
"Polk, Wisconsin",339.786661663118,6
"Pontotoc, Oklahoma",272.980908071022,6
"Pope, Arkansas",259.951300008818,5
"Portage, Ohio",299.935612905224,21
"Portage, Wisconsin",205.642642649634,3
"Porte, Indiana",315.719531893469,3
"Porter, Indiana",261.333009548406,4
"portion), Illinois",180.018230869101,2
"Portsmouth, Virginia",304.282482850036,10
"Pottawatomie, Kansas",234.359483421847,15
"Pottawatomie, Oklahoma",251.964040110769,101
"Pottawattamie, Iowa",177.528811196509,8
"PotterRandall, Texas",283.730418217986,28
"Potter, Texas",283.730418217986,28
"Powder, Montana",368.085001209784,1
"Powder River, Montana",368.085001209784,1
"Power, Idaho",245.651211271906,20
"Poweshiek, Iowa",200,1
"Powhatan, Virginia",209.602909256963,5
"Preble, Ohio",220,3
"Prentiss, Mississippi",132.383593037554,2
"Preston, West Virginia",222.441329211172,1
"Prince George's, Maryland",298.765353311881,93
"Prince, Maryland",298.765353311881,93
"Princess Anne (Independent city), Virginia",306.369146320006,66
"Princess, Virginia",306.369146320006,66
"Prince, Virginia",280.946365460402,34
"Prince William, Virginia",280.946365460402,34
"Providence, Rhode Island",294.881416138454,102
"Pulaski, Arkansas",293.918470384447,80
"Pulaski, Kentucky",242.047554583089,8
"Pulaski, Missouri",381.370040286244,3
"Putnam, Florida",247.328780445068,8
"Putnam, Georgia",216.974213262232,1
"Putnam, Indiana",132.361602109449,2
"Putnam, New York",315.560636986964,15
"Putnam, Ohio",289.882256195206,3
"Putnam, Tennessee",255.455811952442,10
"Putnam, West Virginia",309.553675550643,3
"Queen Anne's, Maryland",361.562068711588,2
"Queen, Maryland",361.562068711588,2
"Queens, New York",331.439973240861,546
"Rabun, Georgia",230.022159080301,5
"Racine, Wisconsin",280.194465033995,21
"Raleigh, West Virginia",186.958930447821,8
"Ralls, Missouri",108.401927782616,1
"Ramsey, Minnesota",284.535321539147,101
"Randall, Texas",286.01557621047,29
"Randolph, Alabama",305.192929189459,2
"Randolph, Indiana",171.291485082816,1
"Randolph, Missouri",108.401927782616,1
"Randolph, North Carolina",291.772557936113,26
"Randolph, West Virginia",350,2
"Rankin, Mississippi",294.220690205076,48
"Rapides, Louisiana",198.448035284711,11
"Rappahannock, Virginia",201.010909713611,1
"Ravalli, Montana",210.425500362935,4
"Rawlins, Kansas",96.9674258470115,1
"Ray, Missouri",149.052650701096,1
"Reagan, Texas",80,2
"Red Lake, Minnesota",370,1
"Red, Minnesota",370,1
"Red, Nebraska",400,1
"Red River, Texas",137.165857322543,2
"Red, Texas",137.165857322543,2
"Red Willow, Nebraska",400,1
"Redwood, Minnesota",300,1
"Refugio, Texas",250,1
"Reno, Kansas",201.766701034272,10
"Rensselaer, New York",343.829983511276,5
"Rhea, Tennessee",450,1
"Rice, Minnesota",234.106940053484,5
"Richland, North Dakota",485,1
"Richland, Ohio",261.86960394016,13
"Richland, South Carolina",336.289595870939,66
"Richmond, Georgia",243.921991664627,36
"Richmond, New York",333.089586516918,521
"Richmond, North Carolina",222.185413098407,5
"Riley, Kansas",265.49596982276,12
"Rio Arriba, New Mexico",209,1
"Rio, Colorado",325.710671661016,1
"Rio Grande Saguache, Colorado",325.710671661016,1
"Rio, New Mexico",209,1
"Ripley, Indiana",211.863438272163,4
"Ritchie, West Virginia",207.611907263761,1
"River, Florida",320,2
"River, Montana",368.085001209784,1
"River, Oregon",185.536716226604,3
"Riverside, California",238.320871409074,484
"River, Texas",137.165857322543,2
"Roane, Tennessee",223.594965209466,7
"Robertson, Tennessee",352.834564927608,5
"Robertson, Texas",138.484813357152,1
"Roberts, South Dakota",138.744169179652,1
"Robeson, North Carolina",216.18430173801,12
"Rockcastle, Kentucky",241.264785683717,1
"Rock, Illinois",284.686701830413,24
"Rockingham, New Hampshire",285.231986297667,39
"Rockingham, North Carolina",170.908806480892,3
"Rockingham, Virginia",365,2
"Rock Island, Illinois",284.686701830413,24
"Rockland, New York",306.237184388078,32
"Rockwall, Texas",272.221048769412,375
"Rock, Wisconsin",271.165798912366,13
"Rogers, Oklahoma",308.263600927212,88
"Roosevelt, Montana",157.750714804193,1
"Roosevelt, New Mexico",107.558540258575,1
"Rosa, Florida",283.066184321817,8
"Roseau, Minnesota",450.908687663458,1
"Ross, Ohio",276.506600482151,7
"Rouge, Louisiana",304.010894069752,94
"Rowan, Kentucky",246.626225365577,3
"Rowan, North Carolina",318.972906769927,13
"Rusk, Texas",308.926945046137,4
"Russell, Kentucky",244.75887141023,2
"Rutherford, North Carolina",287.006132440118,5
"Rutherford, Tennessee",270.642838637864,37
"Sabine, Louisiana",132.780746701892,1
"Sabine, Texas",350,1
"Sacramento, California",197.918548464915,991
"Sagadahoc, Maine",216.465259899046,2
"Saginaw, Michigan",204.774577047731,21
"Saguache, Colorado",296.091910180527,2
"Saint Louis, Minnesota",276.052553058396,54
"Saint Louis, Missouri",297.606299345634,153
"Saint, Minnesota",276.052553058396,54
"Salem, New Jersey",206.539208418558,3
"Saline, Arkansas",304.593788648188,4
"Saline, Kansas",317.612376411686,5
"Saline, Missouri",100,1
"Salle, Texas",385,1
"Salt Lake, Utah",252.971568578114,165
"Salt, Utah",252.971568578114,165
"Sampson, North Carolina",137.726419442677,1
"San Benito, California",132.997551340653,39
"San Bernardino, California",238.624877461656,573
"Sanborn, South Dakota",480,1
"San, California",231.932424984301,2955
"San Diego, California",238.183656113863,1407
"Sandoval, New Mexico",297.255614439192,6
"Sandusky, Ohio",156.660433556732,6
"Sangamon, Illinois",212.766993955188,28
"Sanilac, Michigan",193.33225655905,1
"San Jacinto, Texas",85,1
"San Joaquin, California",203.50984798832,405
"San Juan, New Mexico",302.239456056235,7
"San Juan, Utah",200,1
"San Juan, Washington",217.873318819123,1
"San Luis Obispo, California",237.303030228607,254
"San Mateo, California",221.123040743187,237
"San Miguel, New Mexico",266.729277073486,2
"San, New Mexico",294.34830517118,9
"San Patricio, Texas",259.707700943535,24
"Santa, Arizona",283.547691615284,3
"Santa Barbara, California",263.410224890317,253
"Santa, California",230.504081429144,1526
"Santa Clara, California",231.343957807022,688
"Santa Cruz, Arizona",283.547691615284,3
"Santa Cruz, California",215.285125457082,585
"Santa Fe, New Mexico",269.111640318166,27
"Santa, New Mexico",269.111640318166,27
"San, Texas",252.719392905794,25
"San, Utah",200,1
"San, Washington",217.873318819123,1
"Sarasota, Florida",258.158809513184,37
"Saratoga, New York",311.096474584124,27
"Sarpy, Nebraska",316.234863628363,15
"Sauk, Wisconsin",203.112512518572,3
"Sawyer, Wisconsin",378.463963974451,2
"Schenectady, New York",282.214230710541,20
"Schoharie, New York",230.679906616795,1
"Schoolcraft, Michigan",289.998384838575,2
"Schuyler, Illinois",150.983032341826,1
"Schuylkill, Pennsylvania",282.618230741234,11
"Scioto, Ohio",196.072376517658,6
"Scotland, North Carolina",147.164862514663,3
"Scott, Arkansas",240.154756289164,2
"Scott, Indiana",233.579297840204,1
"Scott, Iowa",242.942363011591,15
"Scott, Kentucky",268.168638091162,5
"Scott, Minnesota",338.85927013312,10
"Scott, Missouri",329.04857232908,8
"Scotts Bluff, Nebraska",250,1
"Scotts, Nebraska",250,1
"Scott, Tennessee",150,1
"Scott, Virginia",182.351678117288,3
"seat, New Mexico",146.691710829394,3
"Sebastian, Arkansas",316.745481881916,17
"Sedgwick, Kansas",269.200316363755,99
"Seminole, Florida",188.919263264223,13
"Seneca, New York",234.856313227642,7
"Seneca, Ohio",252.673327831234,8
"Sevier, Arkansas",545.233181858264,1
"Sevier, Tennessee",308.71889609816,3
"Sevier, Utah",212.87642845299,1
"Seward, Kansas",99.4537700994989,1
"Seward, Nebraska",161.7570623512,1
"Shannon, South Dakota",500,1
"Sharp, Arkansas",237.5,2
"Shasta, California",172.682391344788,151
"Shawano, Wisconsin",390,4
"Shawnee, Kansas",233.894931545935,25
"Sheboygan, Wisconsin",371.347972980838,10
"Shelby, Alabama",311.993112929793,94
"Shelby, Indiana",297.933555298796,4
"Shelby, Ohio",167.826569376172,1
"Shelby, Tennessee",350.103290888037,8
"Shenandoah, Virginia",366.666666666667,3
"Sherburne, Minnesota",302.680810357876,22
"Sheridan, Montana",275,1
"Sheridan, Wyoming",233.276679354817,2
"Shiawassee, Michigan",340.277553449802,3
"Sibley, Minnesota",268.811964763246,1
"Silver Bow, Montana",304.047173965643,23
"Silver, Montana",304.047173965643,23
"Simpson, Mississippi",509.301558225325,1
"Sioux, Iowa",115.531068945732,1
"Siskiyou, California",158.928383650076,56
"Skagit, Washington",220.260854890349,17
"(small, Illinois",180.018230869101,2
"Smith, Mississippi",400,1
"Smith, Texas",244.523949068302,31
"Smyth, Virginia",160.808727770889,1
"Snohomish, Washington",223.727537293368,120
"Snyder, Pennsylvania",267.619370188089,5
"Socorro, New Mexico",280.150264976366,1
"Solano, California",205.57116177772,231
"Somerset, Maine",206.258582310039,5
"Somerset, New Jersey",308.705293948538,39
"Somerset, Pennsylvania",300,2
"Sonoma, California",215.022755223136,621
"Spalding, Georgia",246.25,4
"Spartanburg, South Carolina",271.496390845484,27
"Spencer, Indiana",467.158595680407,1
"Spokane, Washington",219.885616734336,83
"Stafford, Virginia",402.021819427223,1
"St., Alabama",322.933955911172,5
"Stanislaus, California",220.002510182802,328
"Stanly, North Carolina",136.842237242676,4
"Stanton, Kansas",281.5,2
"St., Arkansas",231.409704560628,4
"Starke, Indiana",268.431719136081,2
"Stark, North Dakota",180.3342637003,1
"Stark, Ohio",273.33963598775,54
"Starr, Texas",100,1
"St. Bernard, Louisiana",170.617224320452,2
"St. Charles, Louisiana",240,1
"St. Charles, Missouri",330.216134673473,12
"St. Clair, Alabama",322.933955911172,5
"St. Clair, Illinois",300.489143610486,40
"St. Clair, Michigan",242.897695460358,20
"St. Clair, Missouri",253.877559584242,1
"St. Croix, Wisconsin",271.984669990151,15
"Stearns, Minnesota",280.161095987355,25
"Steele, North Dakota",135.250697775225,1
"Ste. Genevieve, Missouri",406.507229184808,1
"Ste., Missouri",406.507229184808,1
"Stephens, Georgia",217.918747227294,4
"Stephens, Oklahoma",330.295577924891,3
"Stephenson, Illinois",241.699037250912,6
"Stephens, Texas",210,1
"Steuben, Indiana",339.11435635352,4
"Steuben, New York",285,3
"Stevens, Washington",160.426102644489,3
"Stewart, Tennessee",156.36348213497,2
"St., Florida",280.785692413056,36
"St. Francis, Arkansas",231.409704560628,4
"St. Francois, Missouri",291.752409728269,4
"St., Illinois",300.489143610486,40
"Stillwater, Montana",78.5879088867273,1
"St., Indiana",255.261609986004,20
"St. James, Louisiana",300,1
"St. Johns, Florida",308.914671590894,13
"St. John the Baptist, Louisiana",267.417112005284,4
"St. Joseph, Indiana",255.261609986004,20
"St. Joseph, Michigan",215.728914297694,12
"St. Landry, Louisiana",192.552002311286,3
"St. Lawrence, New York",228.901227898395,9
"St., Louisiana",243.388687659867,40
"St. Louis, Missouri",315.001403750793,38
"St. Lucie, Florida",264.886704182104,23
"St. Martin, Louisiana",227.346964421207,8
"St., Maryland",271.322463664771,10
"St. Mary, Louisiana",188.725762044599,5
"St. Mary's, Maryland",271.322463664771,10
"St., Michigan",232.709402524359,32
"St., Missouri",315.51880285653,55
"St., New York",228.901227898395,9
"Stokes, North Carolina",295.5,2
"Stone, Arkansas",500,1
"Stone, Mississippi",469.650779112662,2
"Stone, Missouri",282.43128123425,3
"Story, Iowa",316.897342852896,18
"Strafford, New Hampshire",304.244011812596,27
"St. Tammany, Louisiana",262.830455069709,18
"St., Wisconsin",271.984669990151,15
"Sueur, Minnesota",359.099922147381,11
"Suffolk, Massachusetts",300.827982293779,283
"Suffolk, New York",293.864764466176,202
"Suffolk until 1793Norfolk thereafter, Massachusetts",211.976614970574,4
"Suffolk, Virginia",292.703764589487,9
"Sullivan, Indiana",100,1
"Sullivan, Missouri",304.65307150109,1
"Sullivan, New Hampshire",336.281933301952,3
"Sullivan, New York",210.266227328005,8
"Sullivan, Tennessee",342.713115569145,20
"Summit, Colorado",219.030086244319,9
"Summit, Ohio",260.27931192235,91
"Summit, Utah",236.912982848574,9
"Sumner, Tennessee",277.83899130909,13
"Sumter, Alabama",390.093917573061,3
"Sumter, Georgia",279.320439964449,6
"Sumter, South Carolina",199.281458669202,8
"Sunflower, Mississippi",169.767186075108,1
"Surry, North Carolina",232.267833481183,6
"Sussex, Delaware",299.736191026247,23
"Sussex, New Jersey",373.279751045403,21
"Sussex, Virginia",340,1
"Sutter, California",127.072593437872,22
"Swain, North Carolina",413.179258328032,1
"Sweetwater, Wyoming",400,1
"Switzerland, Indiana",408.579297840204,2
"Tail, Minnesota",248.333333333333,6
"Talbot, Georgia",100,1
"Talbot, Maryland",280.197623761109,4
"Talladega, Alabama",190.579980830944,5
"Tallapoosa, Alabama",117.783971885385,3
"Tammany, Louisiana",262.830455069709,18
"Taney, Missouri",325.429674748737,3
"Tangipahoa, Louisiana",318.190861348944,9
"Taos, New Mexico",240,2
"Tarrant, Texas",271.837292156826,256
"Tate, Mississippi",273.622289034331,1
"Taylor, Georgia",144.649475508155,1
"Taylor & Jones, Texas",244.074727203101,20
"Taylor, Kentucky",254.689839696922,5
"Taylor, Texas",244.074727203101,20
"Tazewell, Illinois",270.100723012896,8
"Tazewell;, Illinois",180.018230869101,2
"Tazewell; Peoria (small portion), Illinois",180.018230869101,2
"Tazewell, Virginia",150.713684877206,3
"Tehama, California",137.544187396548,18
"Teller, Colorado",300,1
"Terrebonne, Louisiana",225.758162522267,21
"Terrell, Georgia",80,1
"Terry, Texas",200,1
"Teton, Wyoming",275,2
"&, Texas",268.354265849519,58
"Thayer, Nebraska",256.023205796703,1
"the, Louisiana",267.417112005284,4
"the, Minnesota",129.029743086358,1
"thereafter, Massachusetts",211.976614970574,4
"Thomas, Georgia",136.162368877039,3
"Thomas, Kansas",324.180655149248,2
"Thurston, Washington",218.389744552284,49
"Tift, Georgia",431.260402803136,3
"Tillamook, Oregon",184.999260684625,7
"Tillman, Oklahoma",116.354693509869,1
"Tioga, New York",300,1
"Tioga, Pennsylvania",525.799429398195,1
"Tippecanoe, Indiana",298.909352462858,32
"Tipton, Tennessee",185,2
"Titus, Texas",303.047845296546,2
"Todd, Kentucky",500,1
"Todd, Minnesota",322.574357715895,1
"Todd, South Dakota",106.122236609712,1
"Tolland, Connecticut",116.340825414105,1
"Tompkins, New York",301.264305001826,29
"Tooele, Utah",235.273883891559,4
"Toole, Montana",400,1
"Towner, North Dakota",425.417829625376,2
"Traill, North Dakota",135.250697775225,1
"Transylvania, North Carolina",123.95377749841,1
"Traverse, Michigan",283.531393516356,21
"Travis, Texas",284.358736643147,294
"TravisWilliamsonHays, Texas",286.765294420581,285
"Trempealeau, Wisconsin",356.927927948902,1
"Trinity, California",100,1
"Tripp, South Dakota",400,1
"Troup, Georgia",198.394842652446,3
"Trumbull, Ohio",245.320822178811,45
"Tulare, California",204.106109389263,105
"Tulsa, Oklahoma",310.36077738918,109
"Tuolumne, California",190.899420414185,54
"Tuscaloosa, Alabama",274.121517102349,26
"Tuscarawas, Ohio",244.387958457913,6
"Tuscola, Michigan",337.812247631027,4
"Twin Falls, Idaho",181.711099763633,5
"Twin, Idaho",181.711099763633,5
"Uinta, Wyoming",230,1
"Ulster, New York",291.233989092309,24
"Umatilla, Oregon",230.898813480373,13
"Union, Arkansas",425,2
"Union, Indiana",124.575625514775,1
"Union, Kentucky",370.632392841858,2
"Union, Louisiana",350,1
"Union, Mississippi",75,1
"Union, New Jersey",305.381885361854,72
"Union, North Carolina",282.979813031124,10
"Union, Ohio",152.569608523792,1
"Union, Oregon",195.375787612083,3
"Union, Pennsylvania",375,1
"Union, South Carolina",351.874672605515,2
"Union, South Dakota",63.673341965827,1
"until, Massachusetts",211.976614970574,4
"Upshur, Texas",231.113305268313,2
"Upshur, West Virginia",252.100173105995,1
"Upson, Georgia",179.621605822312,2
"Utah, Utah",266.949459264519,46
"Uvalde, Texas",131.590523643368,2
"Valencia, New Mexico",250,1
"Val, Texas",300,1
"Val Verde, Texas",300,1
"Vance, North Carolina",197.050761591878,2
"Vanderburgh, Indiana",255.749807304355,25
"Van, Texas",309.94213501033,2
"Van Zandt, Texas",309.94213501033,2
"Venango, Pennsylvania",210.319771759278,1
"Ventura, California",232.418172770686,181
"Verde, Texas",300,1
"Vermilion, Illinois",226.451778546181,9
"Vermilion, Louisiana",236.803039068559,3
"Vermillion, Indiana",150,1
"Vernon, Louisiana",204.149731574342,3
"Vernon, Wisconsin",268.463963974451,4
"Vigo, Indiana",211.457920971819,13
"Vilas, Wisconsin",322.771171179561,2
"Virginia Beach, Virginia",306.369146320006,66
"Vista, Iowa",315.531068945732,4
"Volusia, Florida",252.76639538426,48
"Wabash, Indiana",296.666666666667,6
"Wagoner, Oklahoma",310.553806316708,101
"Wake, North Carolina",295.94923708105,147
"Waldo, Maine",381.187964105439,7
"Walker, Alabama",239.169589786667,1
"Walker, Georgia",200.505958005814,8
"Walker, Texas",248.578874042878,4
"Walla Walla, Washington",234.85231797315,11
"Walla, Washington",234.85231797315,11
"Waller, Texas",175.40401113096,2
"Walsh, North Dakota",202.876046662838,2
"Walton, Georgia",251.969580406524,8
"Walworth, Wisconsin",263.346591634944,14
"Wapello, Iowa",189.50249360248,3
"Ward, North Dakota",258.464833369456,5
"Ware, Georgia",215.545926986774,2
"Warren, Iowa",284.295404119514,73
"Warren, Kentucky",293.601424669422,31
"Warren, New Jersey",312.814252166103,15
"Warren, New York",311.924006937863,9
"Warren, North Carolina",140,1
"Warren, Ohio",241.901401683637,28
"Warren, Pennsylvania",250,1
"Warren, Virginia",254.685939542696,6
"Warrick, Indiana",300,1
"Wasatch, Utah",95.7943928038456,2
"Wasco, Oregon",240.773492391225,5
"Waseca, Minnesota",322.574357715895,1
"Washington, Alabama",375,2
"Washington, Arkansas",296.4289768335,42
"Washington & Fond du Lac, Wisconsin",744.314339814826,1
"Washington, Georgia",225,2
"Washington, Illinois",222.046931369699,3
"Washington, Louisiana",103.112298680757,2
"Washington, Maine",217.229992260234,1
"Washington, Maryland",264.804428472957,16
"Washington, Minnesota",288.126959522685,28
"Washington, Missouri",271.004819456539,3
"Washington, New York",220.596335506345,5
"Washington, Ohio",171.857136732455,5
"Washington, Oklahoma",167.656588684916,7
